label,text
neutral,"According to HK Ruokatalo , almost all the meat used by the company comes from Finland ."
neutral,The Group 's revenue in 2009 amounted to EUR 70 million and the company currently employs approximately 780 people .
negative,The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .
negative,The total number of filling stations has been on the decrease recently .
positive,"Tekla Structures BIM Building Information Modeling software is being developed according to a long-term plan of improved user experience , process , and functionality ."
neutral,Elcoteq SE is listed on the Nasdaq OMX Helsinki Ltd. .
negative,"Operating profit decreased to nearly EUR 1.7 mn , however ."
neutral,The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .
positive,"Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland ."
neutral,"In the automobile space , Maruti is the most searched brand in cars ."
neutral,"Of these shares 14,747,084 are held by the Company and the number of outstanding shares and voting rights attached to the shares amounts thus to 161,256,847 ."
neutral,Its total annual revenue comes up to about 160 mln zloty ( $ 56.9 mln-42 .3 mln euro ) .
positive,"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland ."
positive,"Salo , Finland , 29 August 2006 - Benefon has today announced its plans to further strengthen its in-house technology platform , by licensing the complete mobile software platform , Opna , from its long-standing technology partner , Pollex ."
neutral,"The approximately 20,000 dwt vessel has been ordered from India ."
positive,"In accordance with our strategy , we strengthened our local presence by establishing a representative office in South Africa in October ."
neutral,He will report to CapMan Plc 's CEO Heikki Westerlund .
neutral,"The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect ."
neutral,The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live .
neutral,No decision on such sale of the now issued or existing treasury shares to YA Global has been made yet .
positive,"`` I am very pleased and proud of our performance last year , '' Chief Executive Juha Rantanen said in a statement ."
positive,"By 14:29 CET on Monday , shares in Bavarian Nordic had climbed 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month ."
neutral,"The official opening of the office , located in Prague , will be celebrated on May 20 ."
neutral,"Elite Residence Tower , a new development by Tameer , is located at the heart of Dubai Marina ."
positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 ."
negative,18 March 2010 A leakage in the gypsum pond was detected today at the Talvivaara mine .
neutral,GET MIDNIGHTTRADER IN REALTIME : This report is delayed .
neutral,The proposal of the shareholders to elect Mr. Hannu Krogerus to the Board is based on his long and unrivalled experience and knowledge of all matters related to Elcoteq .
neutral,It helps our stakeholders get a better understanding of our operations and the challenges in stainless steel business .
neutral,"The most popular paper by far was Kesko 's loyal customer magazine Pirkka with 2,462,000 readers ."
negative,"More than 14,000 customers were left powerless ."
neutral,"The world of glass is coming to Egypt and we invite Visitors from all around the world to attend Glass World Exhibition 2009 , Register Now at www.glassworldex.com"
neutral,"The Russian gas giant invested another 46 million litas in the company in late 2004 and now owns 99.5 percent of its stock capital , which amounts to 86.936 million litas ."
neutral,The trade is in accordance with the agreement announced on 26 March 2008 .
neutral,"Now , Nokia has announced the launch of Bicycle Charger Kit that is compatible with all Nokia phones that have a 2 mm charging interface ."
neutral,Finnish Raute Precision that supplies weighing and dosing systems and plants is changing its name to Lahti Precision .
neutral,"Nokia said it still expects to sell 150 more million Symbian devices in years to come , giving an indication of how it expects the Phone 7 handoff to work ."
positive,"The Nokian tyre proves its high safety excellently in the important driving qualities stability with mark 1.4 , handling 1.5 and braking on wet road with 1.9 ."
neutral,"The decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry ."
positive,"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 ."
negative,"As a result of the negotiations , the amount of employment contracts to be terminated is 13 ."
neutral,"The new apartment block is going up very close to the city center , explained Chairman of the Board of AS YIT Ehitus Priit Sauk ."
positive,The company also expects to sell its products in other Russian region .
neutral,"Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing a project in St Petersburg , comprising about a million square meters of residential space , two hospitals and several schools and nurseries ."
positive,"`` The new structure provides better communication , faster decision-making and cost savings , '' Proha said ."
positive,"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % ."
negative,"In Q1 of 2009 , the company 's result before taxes from continuing operations , excluding non-recurring items , totalled EUR -0.4 mn , compared to EUR -0.1 mn in the corresponding period in 2008 ."
neutral,"The address location is provided to a local controller , preferably by wireless transmission , which then uses the address location to access the appliance control module ."
positive,"According to Bosse , the present cooperation is beneficial to all parties , however ."
neutral,The machines will cease production by the end of February 2007 .
neutral,"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , has a plant near Warsaw , in Poland , that makes flexible packaging ."
positive,"Production capacity will rise gradually from 170,000 tonnes to 215,000 tonnes ."
neutral,The solvency capital ratio of both companies was 2.7 times the solvency limit .
neutral,"Jensen , Njastein and Mike Critch , the head of Dovre North America business unit , will report to Toivola ."
negative,"Currently , the company foresees its pre-tax profit to remain below the 2009 level when it reached EUR 700,000 USD 934,000 , compared with previous projections of a slightly better pre-tax profit ."
negative,Also construction expenses have gone up in Russia .
positive,Sales for the Department Store Division increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .
neutral,The aim of the bridge solutions chosen is to minimize construction times while ensuring that traffic beneath the bridge on the Saimaa canal continues undisturbed .
neutral,"Technopolis has Finnish operations in Oulu , Vantaa , Espoo , Lappeenranta , Jyvaskyla and Tampere and is also preparing to expand its operations to Russia ."
neutral,"It is a member of the OneWorld alliance , which includes American Airlines and British Airways ."
neutral,"The board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day ."
positive,"According to PKC , the acquisition would bring a significant addition to PKC 's customer base ."
negative,"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 ."
neutral,"It expects revenue between $ 8.4 billion and $ 8.7 billion , compared to analyst estimates of $ 8.67 billion ."
positive,"SOUTHFIELD , Mich. -- Central Corporate Credit Union will again distribute patronage dividends to members by waiving all service fees incurred during the months of July and November 2008 , to the tune of an estimated $ 1 million ."
neutral,"The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations ."
neutral,"In 2008 , the steel industry accounted for 64 percent of the cargo volumes transported , whereas the energy industry accounted for 28 percent and other industries for 8 percent ."
positive,"The transaction will have a positive impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year ."
positive,"The total delivery volume of paper businesses in 2010 was 1,155,000 tonnes , up from 1,132,000 tonnes in 2009 ."
negative,"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 ."
positive,"Finnish financial solutions developer Basware Corporation ( OMX Helsinki BAS1V ) said on Tuesday ( 23 September ) that it will deliver a complete Invoice Automation solution to a large US engineering , construction and technical services organization ."
negative,"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 ."
neutral,"In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries ."
negative,"26 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj ( HEL : LAT1V ) , or L&T , said today its net profit declined to EUR20 .9 m for the first nine months of 2010 from EUR27 .6 m for the same period a year earlier ."
positive,"Finnish Ponsse has signed an agreement with Babcock Africa for the distribution and support of Ponsse forest machines , harvester heads , and information systems in South Africa ."
neutral,"Nokia will continue to invest in future development of Qt , and Digia will be responsible for commercial licensing and services business ."
neutral,Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007 .
neutral,The goal is to secure the company 's profitability and competitiveness .
neutral,"The businesses to be divested offer dairy , edible fats , ready-meal and ice-cream packaging to multinational and local customers ."
positive,"The Brazilian unit of Finnish security solutions provider F-Secure signed up 1,500 new clients last year , online news source Reseller Web quoted the division 's commercial director , Vladimir Brand+_o , as saying ."
neutral,"ASPOCOMP GROUP OYJ STOCK EXCHANGE RELEASE December 15 , 2006 at 4:50 PM According to the disclosure received today by Aspocomp Group Oyj , the share of Henrik Nyberg in Aspocomp Group Oyj 's share capital and votes has decreased below 5 percent ."
negative,"Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume ."
neutral,"At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn ."
neutral,The company has 120 employees and annual sales of approximately EUR16m .
neutral,"That address also happens to house Italian megamart Eataly , meaning that `` Come on , kids , we 're going to the Toy Building ! ''"
neutral,Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .
positive,"`` After the share purchase is completed , financing will also be provided to expand Latvia 's broadband infrastructure and to develop new areas of business , including acquisitions of other companies . ''"
neutral,"Motorola accounted for 11.5 percent of the South Korean handset market as of the end of April , Samsung held 55 percent and LG Electronics 19 percent , according to Korea-based ATLAS Research Group ."
positive,"Tiimari , the Finnish retailer , reported to have geenrated quarterly revenues totalling EUR 1.3 mn in the 4th quarter 2009 , up from EUR 0.3 mn loss in 2008 ."
neutral,The total value of these two contracts is over EUR 21 million .
neutral,"It is profitable to make pulp , paper , and sawn goods in areas where the combination of these factors is good ."
negative,Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .
positive,Viking Line manages well with its current ferries .
neutral,"The Marubeni Group focuses on creating `` value chain '' from upstream to downstream , encompassing a wide variety of business fields , including oil & gas , metals , mineral resources , foods , pulp & paper and chemicals , among others ."
neutral,Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business .
neutral,"The customer is then forwarded to the site , and unknown to him logged in with the first number ."
neutral,We make available the following brand-new market analyses Cement - Pakistan Cement - Malaysia Cement - Taiwan Cement - Philippines These analyses give a clear overview of the actual situation and future outlook of the cement industry in some Asian countries .
neutral,"In 2009 , it reported net sales of approximately EUR 6mn ."
negative,Sales by Seppala diminished by 6 per cent .
neutral,"Ahlstrom Corporation Seppo Parvi , CFO Distribution : Main media www.ahlstrom.com Ahlstrom in brief Ahlstrom is a global leader in the development , manufacture and marketing of high performance nonwovens and specialty papers ."
positive,"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago ."
neutral,Sales fell abroad but increased in Finland .
neutral,"Tieto in Latvia is represented by IT services companies TietoEnator Alise and TietoEnator , which has operations in the industries of Financial Services Cards , Retail and Logistics and IT Outsourcing and Managed Services ."
neutral,Currency conversions are based on exchange rates at the time of the deal .
neutral,Roshan 's net sales in 2006 were $ 191 million and EBITDA was $ 66.5 million .
neutral,The annual net sales of the unit is some EUR 5 million and it currently employs some 55 people .
neutral,The company also said that the deployment of the Danish 4G network continues and it expects to cover 75 % of the Danish population in 2011 .
neutral,The business area 's net sales were slightly over 2m in 2006 .
negative,A total of 140 jobs will be reduced at the Raahe Steel Works .
positive,Finnish electronics manufacturer PKC Group Oyj ( OMX Helsinki : PKC1V ) said on Wednesday ( 31 December ) that it has completed the acquisition of MAN Nutzfahrzeuge AG 's cable harness business from MAN Star Trucks & Buses Spolka zoo in Poland .
neutral,"In the survey , Goodyear is the third most valued tyre brand , followed by Continental and Bridgestone ."
neutral,The company expects its net sales for the whole 2009 to be at previous year levels .
neutral,Investments are not disclosed .
neutral,The organization that is a member of the Russian auto sector union MPRA has become active since Tikkurila acquired Russian paint company Kraski Teks in 2006 .
neutral,"The Division also includes joint sales , marketing and controlling functions for these units ."
negative,The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .
positive,"Operating profit was EUR 0.6 mn , up from a loss of EUR 19mn a year earlier ."
neutral,"The Vuokatti unit will be developed to focus especially on the manufacture of prototypes , the ramp-up of new products and the demanding testing and after-sales services ."
negative,"Operating profit for the nine-month period decreased from EUR19 .9 m while net sales increased from EUR155 .7 m , as compared to the corresponding period in 2007 ."
negative,"have notified that as a result of the Company issuing 14,432,000 new shares in the directed offering , the joint holdings of Pequot has decreased below 1-10 to 9.63 % of total number of shares and votes in the Company ."
negative,"- Demand for fireplace products was lower than expected , especially in Germany ."
neutral,The presentation material can be viewed on the company 's website in English after the conference .
neutral,"The company said that the operations will be sold to a newly established company , CPS GmbH , where the present management of the plastics business is a co-owner ."
neutral,Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services .
neutral,"So Mr. Galvan made savings adjustments of his own , buying less liquor and watching portion sizes ."
positive,"Thanksto improvements in demand and the adjustments we have made , theutilization rates of Cramo 's fleet have substantiallyimproved . ''"
neutral,Raute is listed on the Nordic exchange in Helsinki .
negative,"Finnish plumbing and heating systems supplier Uponor 's net sales in continuing business operations decreased to EUR 249.1 mn in July-September 2008 , compared to EUR 262.1 mn in the third quarter of 2007 ."
positive,EuroChem Head of Corporate Finance Alexander Gavrilov said : `` I am pleased that we have once again confirmed that EuroChem is able to attract long-term funds at attractive rates .
neutral,"Because expenditures must be justified to pass budget approval hurdles , we believe our RoP model can help make it easier for IT and IT security practitioners to make the business case for acquiring enabling security technologies and related control activities ."
negative,"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 ."
positive,At the same time I am delighted by the fact that we were able to accomplish the organization with our own team members .
neutral,Aspo 's Group structure and business operations are continually developed without any predefined schedules .
positive,"Operating profit was EUR 11.07 mn , up from EUR 8.65 mn ."
neutral,"The mill 's raw material need will increase by 100,000 m3 of wood ."
positive,"The EBITDA was EUR116m compared to EUR115m , corresponding to an EBITDA margin of 33 % ."
positive,Viking Line head Jan Kaarstroem told TT that his company 's ferries were well equipped to handle ice and that all the passengers were safe .
positive,"9 September 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 , driven by growth in Finland , while demand in the Baltics remained weak ."
neutral,"The Finnish company is building a 800,000 mt-year biodiesel plant in Singapore ."
neutral,"In 2008 , AVC Systemhaus had net sales of EUR 10 million USD 7.1 m ."
positive,Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .
neutral,Finnish Rautaruukki 's engineering division Ruukki Engineering will re-organise its operations in the Mo i Rana plant in Norway .
neutral,"As much biomass will be used as can be sourced locally , with the rest of the plant 's fuel needs met by peat ."
neutral,"It comes complete with an LCD touch screen system for selection of your chosen function and prices start at around the pounds 4,805 mark ."
positive,"Finnish construction company YIT Corporation is planning to build about 200 high-quality holiday homes near the Tahko ski and spa resort , in Finland ."
neutral,As a consequence the Works Council had withdrawn its petition to suspend the reorganisation .
negative,Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .
negative,"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier ."
positive,"Earnings per share for January-June 2010 were EUR0 .30 , an increase of 20 % year-on-year EUR0 .25 ."
neutral,"Key reasons to read this report : - Report contains only relevant information , leaving out excessive data ."
positive,"SRV will raise its holding in the company so that by the summer of 2008 , it will have a majority ."
positive,Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .
neutral,Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly-annual report .
positive,Airbus has 100 firm orders for the A350 and 89 nonbinding commitments .
neutral,"Other measures included increasing synergies and economies of scale within the Grimaldi Group and personnel adjustments , divestments and redelivery of excess tonnage ."
positive,"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 ."
neutral,The financial details of the transaction were not disclosed .
neutral,The right margin will be viewed separately in detail with every customer .
positive,"Operating profit totaled EUR 5.5 mn , up from EUR -0.7 mn ."
neutral,"The payment date is March 25 , 2010 ."
neutral,The company 's board of directors would propose a dividend of EUR1 .00 per share for 2005 .
neutral,It offers advanced machinery maintenance and process development services to the pulp and paper industry in Northern China .
positive,"Tectia Corporation HEL : TEC1V , a provider of real-time security solutions , today announced that it has appointed LAN2LAN , a provider of IT services in the UK , to distribute its data security and manage file transfer software ."
neutral,Mr Skogster currently serves as the manager responsible for ABB Oy 's system modules for low voltage drives .
negative,As a result some 20 persons will no longer be needed .
neutral,"Harold W. Young is an independent broker working closely with several retailers including Ahold USA , Market Basket , CVS , BJ 's Wholesale Club , Hannaford and Cumberland Farms ."
negative,"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue ."
neutral,"Participants at any of the book discussions or other special events , or visitors to the car dealership were eligible to enter the drawing for the 2005 silver , four-door Altima ."
neutral,The company expects to open its first online shop in the US in the summer in 2011 .
positive,"The company said that it will supply the WCDMA 3G-HSPA radio network , including the modular , high capacity Nokia Flexi WCDMA base station in East Java , Bali , Sumatra and Batam ."
neutral,"The contract , which was signed yesterday , will run for five years and includes a two-year extension option ."
positive,Passenger volumes rose by 8.4 % in the accounting period .
neutral,`` The flex is a small price to pay for happy lenders . ''
neutral,"The end-to-end delivery combines the competencies and services from TietoEnators Telecom & Media , Processing & Network and Digital Innovations Business Areas ."
neutral,"As of August 2008 , Glaston 's North Asian sales and service region is upgraded to a new market area , North Asia ."
positive,Operating profit totaled EUR 17.7 mn compared to EUR 17.6 mn in the corresponding period in 2007 .
neutral,Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .
neutral,"It would be premature to talk about dates , volume and the investment procedure , '' he said ."
positive,The third order awarded to Outokumpu Technology is by Shalkiya Zinc of Kazakhstan for the Shalkiya zinc-lead project in Kazakhstan .
neutral,"If the employee leaves the company within the duration of the cover , the money invested to ensure commitment is returned to the company ."
neutral,Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .
neutral,M-real plans to discontinue production of standard coated fine paper in the Hallein and Gohrsm++hle mills .
positive,"The item included restructuring costs of EUR1 .6 m , while a year earlier they were EUR13 .1 m. Diluted EPS stood at EUR0 .3 versus a loss per share of EUR 0.1 ."
neutral,Nordea Bank Estonia is part of the largest financial group in the Nordic countries .
positive,This is the second successful effort for the financial investor this year .
negative,"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 ."
negative,"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 ."
neutral,Nokia is also negotiating the product portfolio of the new company .
neutral,Elcoteq has a global network of After Market Service sites which have a long experience in serving Consumer Electronics and Systems Solutions customers .
negative,Border Guard Service has banned the mooring of the company car-shipping ferry on its test travel at the railroad-car terminal of the Russian port as the border checkpoint is not yet ready .
positive,"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work ."
neutral,"Aspocomp Group , headquartered in Helsinki , Finland , develops interconnection solutions for the electronics industry ."
positive,"`` With this agreement , we can continue our good cooperationand at the same time release capital that has been tied up in ourmachinery operation ."
neutral,Finnish aluminium products manufacturer Nordic Aluminium Plc ( OMX Helsinki : NOA1V ) reported on Monday ( 18 August ) an operating profit of EUR7 .9 m on net sales of EUR55 .2 m for the period January-June 2008 .
negative,"At 12.01 pm , the OMX Helsinki 25 was down 0.66 pct to 3,143.57 and the OMX Helsinki was 0.67 pct lower at 10,530.74 on 253 mln eur turnover ."
neutral,M. and a Master of Business Administration MBA .
neutral,"We have sound experience of project deliveries for large multi-purpose complexes and sports arenas '' , says Sami Eronen , SVP , Infrastructure and Northern Europe , Ruukki Construction ."
neutral,The company does not disclose the sum it applied for .
neutral,Finnish plumbing and heating systems supplier Uponor announced a company-wide cost reduction program in August 2008 .
negative,Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .
neutral,"Neste Oil s refineries have a combined crude oil refining capacity of approximately 260,000 barrels a day ."
neutral,"The subject of the project is provide to the company like : Software programming and consultancy services , Computer-related services , Data services , Computer support and consultancy services , Internet services etc. ."
positive,The loss for the third quarter of 2007 was EUR 0.3 mn smaller than the loss of the second quarter of 2007 .
positive,"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 ."
positive,"Of the price , Kesko 's share is 10 mln euro $ 15.5 mln and it will recognize a gain of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 ."
neutral,"NORDIC BUSINESS REPORT-17 January 2006-Efore Plc inaugurates new plant in Estonia -_ 1998-2006 M2 COMMUNICATIONS LTD Finnish power electronics manufacturer Efore Plc said on Tuesday ( 17 January ) that it was inaugurating its new plant in Parnu , Estonia ."
neutral,"S&P has kept its `` sell '' rating , while Nordea and UBS have reaffirmed their `` buy '' recommendations ."
positive,"`` QPR 8 integrated management system is the fastest , easiest and most efficient way for organizations all around the world to take control of their human-centric business processes ."
neutral,"ADPnews - Dec 23 , 2009 - Norwegian financial services group SpareBank 1 Gruppen AS OSL : SBGRP said its board of directors appointed today Jarle Haug managing director of its claims collection subsidiary SpareBank 1 Gruppen Finans"
neutral,"The share sale , to foreign and Finnish investors , is expected to raise some euro300 million ( US$ 380 million ) ."
positive,Finnish and Swedish construction markets are still experiencing an estimated 4 % annual growth in 2008 .
neutral,"In 2007 , Huhtamaki will continue to invest in organic growth ."
neutral,The adjustment measures will be carried out in phases to secure the delivery capability .
neutral,Inha Works has invested in its product development and market research .
neutral,"Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago ."
neutral,The final outcome of the rights offering is to be reported around 23 October 2009 .
positive,"In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009 ."
neutral,"The city will invite , however , a public procurement tender for the tailor-made public furniture , such as park benches , litter receptacles , public toilets , as well as bus shelters , street lights , and other ."
neutral,"The machine will have an annual production capacity of 200,000 tonnes of super-calendered magazine paper and other paper grades based on recovered fiber , Stora Enso said ."
positive,"Foundries division reports its sales increased by 9.7 % to EUR 63.1 mn from EUR 57.5 mn in the corresponding period in 2006 , and sales of the Machine Shop division increased by 16.4 % to EUR 41.2 mn from EUR 35.4 mn in the corresponding period in 2006 ."
positive,"In China , Finnish Kone that provides elevators , escalators , and solutions for modernisation and maintenance will build 342 escalators that will be installed in a high-speed railway section between Beijing and Shanghai in a 1.5 years ' time ."
neutral,"Of Bavelloni 's and NST 's joint ventures , Bavelloni Tools , completes semiproducts that are produced in Italy into high-quality tools that will be sold under the DiaPol brand ."
positive,"Aspo Plc STOCK EXCHANGE RELEASE February 11 , 2011 at8 .45 a.m. ESL Shipping Ltd , part of Aspo Group , has signed a new , long-term contract with Rautaruukki Corporation for the marine transport of raw materials on the Baltic Sea ."
negative,"At the moment , Valio is not worried , but if the ban continues for long , it may become quite a problem ."
neutral,"Glaston 's well-known brands are Bavelloni , in pre-processing machines and tools , Tamglass and Uniglass , in safety glass machines and Albat + Wirsam in software solutions ."
negative,"Rapala VMC Corporation STOCK EXCHANGE RELEASE October 10 , 2008 at 11.45 am Kaupthing Bank Oyj ( `` Kapthing '' ) has informed Rapala VMC Corporation ( `` Rapala '' ) that it has interrupted the liquidity providing for Rapala 's share for the time being ."
neutral,"This implementation is very important to the operator , since it is about to launch its Fixed-to-Mobile convergence service in Brazil see Brazil : 8 May 2006 : ."
neutral,"The company offers payroll services , including payroll processing , payroll tax administration , and employee pay services , including direct deposit , check signing , and Readychex ."
neutral,In his turn Fradkov said Russia is interested in adopting Finnish experience in forming technology parks in the framework of implementing the law on special economic zone .
negative,Small investors have voiced fears that the shares will end up with risk investors .
positive,"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 ."
positive,"According to Ringman , Finnish paper companies have acquired know-how and capacity in paper recycling , which has turned out to be a successful strategy ."
positive,"According to Finnish insurance companies Tapiola , Local Insurance Group ( L+�hivakuutus ) , and Pohjola the two fierce storms at the end of July and in the beginning of August 2010 that felled trees around Finland have speeded up sales of forest insurance ."
positive,Latvenergo has ordered a significant expansion to the Tekla Xpower network information system .
neutral,"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday ."
neutral,"Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml ."
positive,These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .
positive,The effect of the savings will be noticeable as of the beginning of 2010 .
neutral,It will use the proceeds from the transaction to achieve its target .
neutral,After 1 April 2007 Cencorp will not have any own employees in the territory .
neutral,Neither of the companies use genetically engineered soy at the moment .
negative,"Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier ."
neutral,Almost the entire office building will be occupied by Metso .
neutral,Catalysts segment includes refinery catalysts and polyolefin catalysts product categories .
positive,"Department store sales improved by 14 % to EUR 1,070.6 mn ."
neutral,The Finnish paints company acquired the remaining 49 pct that it did not own from Ukraine 's LGU for an undisclosed sum .
neutral,"The challenge for the company , however , is finding new sources of raw material , said Risto Rinne , CEO of Neste Oil ."
neutral,The per-share subscription price of the shares subscribed with the option rights was EUR 1.35 .
neutral,"The Group 's revenue amounts to over EUR 80 million , about half of which is accounted for by exports ."
neutral,"In addition to verification of an identity and digital signatures , new state-approved Mobile ID enables to cast votes in elections as well ."
positive,"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier ."
neutral,"Lemminkainen Oyj said that it has signed credit agreements with Nordea Bank STO : NDA , Pohjola Bank HEL : POH1S , Sampo Bank HEL : SAMAS and Svenska Handelsbanken STO : SHB A ."
neutral,"Cohen & Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights ."
positive,"The earnings per share for the quarter came in at 0.25 eur , up from the 0.20 eur of the same quarter a year earlier ."
neutral,STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .
neutral,"ISMS does not disclose its financial results , the daily said ."
neutral,"The composite body is coated with a hard coating layer produced by thermal spraying , and the coating is ground . ''"
neutral,The closing of such transaction took place today .
positive,1 Block lamp Harri Koskinen 's light was introduced in 1996 and has been a bestseller ever since .
neutral,"A total of 185 Wonderware Certified SIs are available to integrate and support Wonderware products such as InTouch -?HMI software , IndustrialSQL Server historian , Wonderware Information Server , DT Analyst software or QI Analyst SPC software ."
neutral,The value of the multi-year agreement is over EUR 2mn a year .
neutral,"Mr. Jorma Valkama , Managing Director of Suomen Paikallissanomat Oy , states that Rannikkoseutu complements in an outstanding way the current product range of the company ."
neutral,"The most popular mobile data services are email , surfing the internet , as well as news and weather services ."
neutral,"`` As defences mature , attackers develop Trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing , screen shots , video captures , keylogging and injection of form fields ."
positive,Earnings per share EPS rose to EUR 0.11 from EUR 0.03 .
neutral,The acquisition of AVC Systemhaus and the majority stake in Cableway will increase the number of Teleste personnel by 250 .
neutral,The changes in readership were not significant .
